full_text,text_weight,text_weight_label,class_sentiment
alhamdulillah prabowogibran resmi kpu presiden wakil presiden pilih periode terima kasih rakyat indonesia selenggara milu tokoh agama prajurit tni polri rawan rekanrekan pers,12,1,positif
milu tantang nyata jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
janji kampanye prabowo milu sehat bayar subsidi listrik subsidi bbm sekolah bayar angkut bikin negara angkut subsidi nggedabrus,14,1,positif
kemarin dengar aspirasi khawatir masyarakat kait milu netral fair harap milu jalan sesuai prinsip demokrasi jujur adil hak,21,1,positif
fyi milu tanggal februari sesuai feng shuinya kalender sinar mas sial gws,-4,0,negatif
alhamdulillah iriana laksana pilih milu presiden amp wakil presiden ri dpr ri dpd ri provinsi dprd kota pungut suara tps camat gambir jakarta pusat rabu februari pk,16,1,positif
jejaring oligarki tambang lingkar caprescawapres milu surya paloh politikus usaha bisnis media properti catering rambah sektor tambang energi surya anak prananda paloh usaha tambang,2,1,positif
bapa gue kakak banget tps disurakin pilih gemoy ya garagara pakai kaos biru also bapa iyahhh bwoong,5,1,positif
gue buka timeline isi drama milu,1,1,positif
artis iklan judi online maju kandidat anggota dpr ri milu artis iklan judi online deklarasi dukung pasang calon paslon presiden simak rincian,12,1,positif
milu satunya partai sandera kuasa pks,3,1,positif
lihat hasil quick count via website unggul provinsi papua papua daerah indonesia erat isu ham unik tarik,7,1,positif
temanteman kali milu ribu warga jakarta timur pilih rian angka besaarr milu rian ubah rian simak video,1,1,positif
kampanye milu meksiko tewas puluh politis calon wali kota bunuh kampanye september jelang milu minggu kandidat tewas kreatif aditya jaya iswara,13,1,positif
ayo fokus fokus input data qc internal amin kpu lapor pungut suara tps milu titik tps negeri tps negeri an tps tps,11,1,positif
pdi juang provinsi kalimantan raih kursi milu raih kursi kursi dprd provinsi kalimantan,7,1,positif
tau politik umur besok milu ayah bebas pilih aja trik tipsnya kak bingung buzzer enyah,-10,0,negatif
demo tolak intervensi milu patung kuda tempofebri angga palguna,-10,0,negatif
ajar politik global universitas murdoch australia ian wilson ramal prabowo subianto bawa rezim otoriter hasil menang milu buah opini terbit fulcrum ian tulis popularitas prabowo angin,8,1,positif
aksi mahasiswa gedung selasa bubar gerombol orang dikenalpreman intimidasi mahasiswa kirim kaji curang milu dirty vote nyata,-1,0,negatif
kepala daerah koordinasi wujud pilkada damai,3,1,positif
sih tukang kayu solo menang pilkada solo menang pilkada solo menang pilgub jakarta menang pilpres menang pilpres menang pilpres menang tokoh hebat sejarah milu indonesia,32,1,positif
anggota kpu betty epsilon idroos arah rapat koordinasi evaluasi aman informasi milu kesiap infrastruktur tahap pilih rabu,0,1,netral
sepakat milu laksana februari pilkada november tahap milu juni april kpu bawaslu periode lantik milu pilkada serentak,10,1,positif
ketua kpu hasyim asyari terangterangan laku jahat milu tangkap hasyim asyari feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-12,0,negatif
harap milu indonesia gini aja,4,1,positif
twit zarry proses milu akun bravo zar,1,1,positif
milu kelean ktp masuk pilih gen,-5,0,negatif
tim menang nasional tpn ganjarmahfud rencana buka peluang komunikasi timnas amin usut curang milu wakil ketua tpn jenderal purn tni andika perkasa posko menang teuku umar jakarta rabu,13,1,positif
menang milu presiden indonesia,7,1,positif
anies baswedan tanggap hasil quick count pilpres,6,1,positif
ramal anak indigo capres menang milu,-1,0,negatif
gilak gilak chatgpt perintah sesi tulis kreatif purapura orang evil mastermind plot rencana tunda milu indonesia perintah dpr bikin operasi singgah,-3,0,negatif
ikan buntal milu jurdil langgar indikasi jujur moga allah turun malapetaka sakit ngeri komisioner ri gaji pakai uang rakyat uang asam sulfat,-3,0,negatif
badan awas milu bawaslu nyata pungut suara tps potensi laku pungut suara ulang psu milu ketua bawaslu rahmat bagja temu pilih hak pilih kali,7,1,positif
senin februari ketua kelompok selenggara pungut suara kpps undang hak pilih milu tps lurah gambir lokasi gedung lembaga administrasi negara jalan veteran nomor jakarta,0,1,netral
kpu provinsi sumatera utara gelar selenggara rakor rapat koordinasi evaluasi kelola logistik milu bahas progres susun lapor tata kelola logistik milu laksana tanggal sd mei,10,1,positif
markupnya maen suara diinput teriak curang link,-2,0,negatif
jadwal tahap selenggara milu kpu calon presiden wakil presiden jadwal tanggal oktober november tanggal september tanggal,-3,0,negatif
hasyim asyari terangterangan laku jahat milu tangkap hasyim asyari feri amsari bukti surat kpu pusat kpu daerah laku curang milu,-12,0,negatif
coba guru matematika muntaber kalo kasih lihat,10,1,positif
milu februari pilkada serentak november butuh anggar rp triliun kpu rp triliun bawaslu rp triliun hitung detail apbn apbd tahap,4,1,positif
tuju buk megawati milu milu rakyat intimidasi milu curang,-7,0,negatif
manghadiri acara diskusi pasca milu gelar koresponden asing jakarta foreign correspondents club jfcc media internasional pantau milu indonesia update sumber kemarin undang,6,1,positif
milik kuasa republik rakyat milu hilang kuasa pindah kuasa kuasa sejati pindah pindah ganti wenang jalan kuasa,28,1,positif
allah sih benci arab arab negara banget politik identitas milu tukang hoax tsk rela bikin hoax junjung dki jakarta sukses pakai politik identitas tagih,-1,0,negatif
staff psi anak muda hebat juang jam gembira psi kalah tangis anakanak juang sepenuh hati siang kumpul makan acara ketua pesan juang milu,5,1,positif
ide cuti februari februari libur isra miraj februari cuti imlek weekend aju cuti libur milu aju cuti weekend libur februari aju cuti dapetnya,15,1,positif
mari wujud pilkada jakarta bersih martabat,11,1,positif
beda pilih mari jaga rukun,2,1,positif
rakernas v partai nilai milu rupa milu buruk sejarah demokrasi indonesia penyalahgunaan kuasa intervensi aparat tegak hukum langgar etika penyalahgunaan sumber daya negara puan,6,1,positif
jaga kebhinekaan,2,1,positif
ketua badan menang milu bappilu dpp partai nasdem prananda surya paloh serah surat rekomendasi enam kader internal maju kontestasi pilkada november enam kader internal rekomendasi partai nasdem,3,1,positif
ganjar menang madura cawapresnya prof dr h mohammad mahfud mahmodin sh su mip tuju mahfud cawapresnya ganjar milu rt keras,17,1,positif
breaking claudia sheinbaum prediksi presiden perempuan yahudi meksiko milu mexico langsung minggu komunitas yahudi cakup populasi meksiko kakek nerupakan imigran,14,1,positif
kampanye aman damai sejuk fokus utama cipta iklim politik kondusif penuh toleransi pasca milu mari harga beda pendpt mengormati beda pilih riza sarasvita ethes enakeun twtw mahkamah,3,1,positif
presiden pilih milu prabowo subianto janji presiden rakyat indonesia wakil gibran rakabuming raka usaha keras maju indonesia kalah bangsa sibuk menteri,5,1,positif
podcast kpu ri tayang kali tayang tamu jurnalis milu tau seru ya tonton podcast kpu ri episode vitorio mantalean berita milu tayang perdana rabu tanggal mei,2,1,positif
nama pasang prabowo subianto gibran rakabuming raka nama koalisi indonesia maju terima kasih harga setinggitingginya rakyat indonesia hak pilih milu terima,11,1,positif
contoh salah tps tapanuli utara suara markup suara link,0,1,netral
partai milu diselundupin intel agustus anggota tibatiba dichat orang gabung partai pas cek nomor getcontact nyata anggota ormas indikasi afiliasi bin,-4,0,negatif
dpp partai nasdem selesai gelar rapat pleno badan menang milu bappilu kader internal maju pilkada rekomendasi pimpin langsung ketua bappilu dpp prananda surya paloh enam kader internal rekomendasi partai,9,1,positif
resmi kampanye milu nov feb,5,1,positif
milu dominasi pilih muda moga pemuda bijak pilih ges,3,1,positif
rapat kerja nasional rakernas v pdi juang selenggara ancol jakarta utara megawati soekarnoputri utara resah kritik perihal laksana milu ideal hias curang sanasini,0,1,netral
pks parpol raih suara milu wilayah jakarta amp kota sangga ibukota daya tawar pks gabung perintah prabowo lengkap simak youtube kompastv,-1,0,negatif
kampus merdeka pkb,0,1,netral
update data hitung suara pilih presiden himpun website resmi kpu februari wib anies baswedanmuhaimin iskandar prabowo subiantogibran rakabuming ganjar,5,1,positif
komisi pilih kpu rampung rekapitulasi suara milu rabu maret nama caleg artis prediksi lolos senayan aman kursi dpr ri mayoritas artis lolos anggota dpr ri periode debut,2,1,positif
pdi juang kabupaten ogan komering ilir raih kursi milu raih kursi kursi dprd ogan komering ilir,7,1,positif
megawati tum pdip milu abuabu direkyasa kuasa politik praktis kuasa kuasa laku tsm tni polri tarik politik praktis akibat kader teriak nama jokowi laku,16,1,positif
milu tantang nyata jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
lintas agama pasca milu jelang pilkada milu jelang pilkada lintas agama jaga utuh harmonis masyarakat indonesia polisi yaman melon madura mei,5,1,positif
pdi juang kabupaten nias selatan raih suara milu raih kursi kursi dprd kabupaten nias selatan,9,1,positif
pdi juang kota pematang siantar raih kursi milu raih kursi kursi dprd kota pematang siantar,-3,0,negatif
pdiperjuangan nilai milu rupa milu buruk sejarah demokrasi indonesia penyalahgunaan kuasa intervensi aparat hukum politik uang ketua dpp pdip puan maharani minggu rir,5,1,positif
ustadguru lgbt rael anti perempuan suka pantt laki laki wajib basmi bumi aceh hukum ringan lihat bebas timses milu aceh kriminal pakai agama rusak anakanak aceh please stop it,-2,0,negatif
pdi juang kabupaten pulau meranti raih kursi milu kursi raih kursi kursi dprd kabupaten pulau meranti,7,1,positif
pilkada momentum elemen masyarakat jalin konsolidasi sosial pasca milu matang laksana pilkada harap polisi yaman melon madura mei,13,1,positif
subianto mas tweet partai gerindra terimakasih sebesarbesarnya penyelanggara milu komisioner kpu tugas kpps saksi awas milu bawaslu aparat tegak hukum tni,9,1,positif
tantang profesionalisme selenggara milu selenggara milu independen profesional rupa salah syarat wujud milu integritas tumbuh profesionalisme champions league milik kakak hutama karya kiky kaesang,7,1,positif
tweet simple rangkul duduk bangun bangsa ajak kerja ya minimal ribut tonton aja cc indonesia,5,1,positif
nasdem pkb pks kompak dukung hak angket curang milu partai nasdem pkb gabung koalisi ubah nyata sikap dukung wacana hak angket gulir dpr ri usut duga curang milu sikap dukung,2,1,positif
seleksi ppk milu seleksi tulis diumumin ya lokasi bingung cari info mohon bantu temanteman work,3,1,positif
halo jadwal sidang periksa duga langgar kode etik selenggara milu kepp laku juni,0,1,netral
kemarin terima surat selamat presiden turki kena hasil milu langsung duta turki terima kasih dukung sahabat negara,25,1,positif
presiden joko widodo resmi tunjang kerja tukin pegawai bawaslu jelang milu atur presiden nomor tukin sesuai kelas jabat tukin kelas jabat capai rp,18,1,positif
halo cari anak jogja pmilu kemarin pilih kali n rasumber skripsku nih teman teman sedia komen ya ku diem makasiii,1,1,positif
wakil presiden ruf amin saran perintah hati kritik film dirty vote kena curang milu,-2,0,negatif
calon presiden nomor urut anies baswedan presiden jokowi jatuh sanksi hadap menterimenteri sikap netral milu,9,1,positif
yuk sukses pilkada aman damai,7,1,positif
kaca pilpres kakak kaesang gibran usia maju cawapres syarat calon presiden wakil presiden pasal huruf ku uu nomor milu,2,1,positif
momen puan maharani kuat tahan air mata baca poin rekomendasi eksternal hasil rakernas v pdip puan tangis maaf rakyat indonesia kader langgar konstitusi milu terdzolimi,5,1,positif
nobar amp diskusi film dirty election proses formal pilih presiden menang kpu april substansi milu selesai sisa gudang milu,7,1,positif
capai pkb jakarta milu lepas kerja urus kader simpatisan loyalis dll langkah cerdas simbiosis mutualisme gerak mesin partai efek lonjak kursi parlemen pkb,11,1,positif
milu sender kali nyobloss akkhh sabarrr pilih ya hmm,2,1,positif
konflik palestinaisrael milu baca,3,1,positif
dirreskrimsus polda jatim pimpin rapat kesiap laksana event balap sepeda tour dek panderman laksana rupatama mapolda jatim jumat mei,3,1,positif
halo cari anak jogja pmilu kemarin pilih kali n rasumber skripsku nih teman teman sedia komen ya ku diem makasiii,1,1,positif
indonesia demokrasi prabowo jurnalis allan nairn temu negara butuh rezim otoriter jinak,-3,0,negatif
awokwokwok anies maju pilgub jakarta dukung partai elektabilitas kuat,6,1,positif
resmi rabu tanggal februari minggu libur nasional milu,1,1,positif
anak capres ganjar pranowo muhammad zinedine alam ganjar pesan cinta sang ayah milu kemarin tampil foto sentuh pesan unggah akun instagram pribadi tampil foto gendong,25,1,positif
momentum pilkada konsolidasi sosial pasca milu pilkada momentum elemen masyarakat indonesia wilayah wujud konsolidasi sosial pasca milu polisi yaman melon madura mei,22,1,positif
juang partai khianat mukidi pdip mukidi juang partai partai menang milu,6,1,positif
megawati sindir kpu bawaslu nurut ketua pdip megawati soekarnoputri sindir badan awas pilih republik indonesia bawaslu ri diam curang langgar milu,-11,0,negatif
simpul rawan anies baswedan gelar deklarasi komitmen dukung anies baswedan maju calon gubernur jakarta,1,1,positif
partai nasdem deklarasi calon presiden milu,0,1,netral
presiden jokowi tanggap manuver politikus usul tunda milu sikap diam presiden rawan arti tuju goda jabat cakap media sosial dominasi tolak,14,1,positif
nyoblos parfum ajaaaaa dooong cek instagram story scentplusofficial template story ramai pakai template nya foto coblos tag instagram,2,1,positif
prabowo subianto gibran rakabuming raka nyata presiden wakil presiden pilih milu polemik cuat muka susun kabinet gemuk era prabowogibran campur tangan jokowi kursi,13,1,positif
ketua bem ugm gielbran muhammad noor mahasiswa laku aksi pungut suara milu februari,4,1,positif
n percaya ahok tugas sumut milu riah nya btp sosok gaet pilih masyarakat sumut asing beliau masyarakat rindu sosok ideal,7,1,positif
halo infografis sidang baca putus perkara duga langgar kode etik selenggara milu kepp ruang sidang dkpp jakarta selasa,5,1,positif
cendekiawan muslim prof fachry ali saran dpw pkb jakarta jaga momentum capai milu pkb dki,14,1,positif
halo dkpp bacak putus perkara duga langgar kode etik selenggara milu kepp selasa,3,1,positif
wakil komandan tim hukum tkn prabowogibran habiburokhman pasang calon nomor urut anies muhaimin etika hormat netralitas tni milu,3,1,positif
teologis kuasa sulit masukujungnya politik elektoral manifestasi milu kristen tunggang tunggang ya happy ajayour teology creates who you are,2,1,positif
dasar situs milu lapor langgar milu masyarakat temu bawaslu lapor masyarakat temu langgar awas milu data gambar twips,11,1,positif
pdip ulang kali kritik keras proses milu hasil anggap penuh curang sikap partai oposisi simak bahas tema bimbang penyeimbang senin,-7,0,negatif
rangka cipta situasi aman tertib masyarakat kamtibmas aman kondusif jelang pilkada serentak kabupaten toba personil polsek lumban julu laksana pojok milu,7,1,positif
menteri jokowi kompak pakai hitam nyoblos tps,-4,0,negatif
cm guyss helppp isi kuesioner pliss kriteria generasi hak pilih milu papar utas konten karakter figur abah anies baswedan fatherless country laku aktivitas like konten abah anies baswedan cont,7,1,positif
